date,home_team,home_team_id,home_team_score,away_team,away_team_id,away_team_score,is_home_winner,home_team_wins,home_team_loses,home_team_points_per_game,home_team_points_against_per_game,away_team_wins,away_team_loses,away_team_points_per_game,away_team_points_against_per_game
2018-11-14,Toronto,1610612761,104,Detroit,1610612765,106,0,12,2,108.56666666666666,101.03333333333333,6,6,100.64615384615384,101.70000000000002
2018-11-14,Washington,1610612764,119,Cleveland,1610612739,95,1,4,9,102.1,109.11428571428573,2,11,95.61428571428573,102.3
2018-11-15,Denver,1610612743,138,Atlanta,1610612737,93,1,9,5,100.9,96.0,3,11,100.6,108.9
2018-11-15,Houston,1610612745,107,Golden State,1610612744,86,1,6,7,94.75714285714287,98.05714285714285,12,3,112.225,103.1125
2018-11-15,LA Clippers,1610612746,116,San Antonio,1610612759,111,1,8,5,107.3142857142857,102.97142857142858,7,6,98.97142857142858,99.51428571428572
2018-11-16,Boston,1610612738,123,Toronto,1610612761,116,1,8,6,97.5,94.16666666666667,12,3,108.15,101.3125
2018-11-16,Indiana,1610612754,99,Miami,1610612748,91,1,8,6,97.7,95.13333333333334,6,8,103.03333333333333,102.9
2018-11-16,Memphis,1610612763,112,Sacramento,1610612758,104,1,8,5,94.6,93.37142857142858,8,6,105.86666666666666,106.83333333333333
2018-11-16,Milwaukee,1610612749,123,Chicago,1610612741,104,1,10,4,111.9,101.76666666666667,4,11,96.8,104.2125
2018-11-16,Minnesota,1610612750,112,Portland,1610612757,96,1,6,9,103.0,107.9,10,4,107.2,99.43333333333334
2018-11-16,New Orleans,1610612740,129,New York,1610612752,124,1,7,7,108.2,107.03333333333333,4,11,98.55,104.6375
2018-11-16,Philadelphia,1610612755,113,Utah,1610612762,107,1,9,7,104.7529411764706,105.20588235294117,7,7,99.16666666666667,100.66666666666667
2018-11-16,Washington,1610612764,104,Brooklyn,1610612751,115,0,5,9,103.16666666666667,108.03333333333333,6,9,101.2125,102.8
2018-11-17,Boston,1610612738,86,Utah,1610612762,98,0,9,6,99.025,95.475,7,8,99.675,101.425
2018-11-17,Brooklyn,1610612751,119,LA Clippers,1610612746,127,0,7,9,101.9,102.82941176470588,9,5,107.83333333333333,103.46666666666667
2018-11-17,Chicago,1610612741,83,Toronto,1610612761,122,0,4,12,97.21764705882352,105.32352941176471,12,4,108.62352941176471,102.51764705882354
2018-11-17,Charlotte,1610612766,119,Philadelphia,1610612755,122,0,7,7,105.96666666666667,101.16666666666667,10,7,105.12222222222222,105.18888888888888
2018-11-17,Dallas,1610612742,112,Golden State,1610612744,109,1,6,8,102.33333333333333,101.03333333333333,12,4,110.58823529411765,103.21176470588235
2018-11-17,Houston,1610612745,132,Sacramento,1610612758,112,1,7,7,95.5,97.23333333333333,8,7,105.7,107.05
2018-11-17,Indiana,1610612754,97,Atlanta,1610612737,89,1,9,6,97.7375,94.8375,3,12,100.0375,110.6375
2018-11-17,New Orleans,1610612740,125,Denver,1610612743,115,1,8,7,109.4875,108.1125,10,5,103.1125,95.7875
2018-11-17,Orlando,1610612753,130,LA Lakers,1610612747,117,1,7,8,96.875,100.7875,8,6,108.1,106.93333333333334
2018-11-17,Phoenix,1610612756,100,Oklahoma City,1610612760,110,0,3,11,94.43333333333334,104.76666666666667,9,5,102.56666666666666,97.83333333333333
2018-11-18,Miami,1610612748,97,LA Lakers,1610612747,113,0,6,9,102.2375,102.5375,8,7,108.6375,108.3375
2018-11-18,Minnesota,1610612750,87,Memphis,1610612763,100,0,7,9,103.48235294117646,107.21764705882352,9,5,95.63333333333334,94.0
2018-11-18,Orlando,1610612753,131,New York,1610612752,117,1,8,8,98.79411764705883,101.61764705882354,4,12,99.91764705882352,105.99411764705883
2018-11-18,San Antonio,1610612759,104,Golden State,1610612744,92,1,7,7,99.76666666666667,100.56666666666666,12,5,110.48888888888888,103.62222222222222
2018-11-18,Washington,1610612764,109,Portland,1610612757,119,0,5,10,103.0875,108.4625,10,5,106.4625,100.0875
2018-11-19,Atlanta,1610612737,119,LA Clippers,1610612746,127,0,3,13,99.4,109.72941176470589,10,5,108.9625,104.3625
2018-11-19,Charlotte,1610612766,117,Boston,1610612738,112,1,7,8,106.6875,102.4,9,7,98.21176470588235,95.51764705882354
2018-11-19,Detroit,1610612765,113,Cleveland,1610612739,102,1,7,6,100.92857142857143,101.8142857142857,2,12,95.5,103.36666666666666
2018-11-19,Indiana,1610612754,121,Utah,1610612762,94,1,10,6,97.58235294117648,94.37058823529412,8,8,99.47058823529412,100.38235294117646
2018-11-19,Memphis,1610612763,98,Dallas,1610612742,88,1,10,5,95.875,93.5,7,8,102.9,101.475
2018-11-19,Milwaukee,1610612749,104,Denver,1610612743,98,1,11,4,112.6,101.875,10,6,103.73529411764706,97.38235294117646
2018-11-19,New Orleans,1610612740,140,San Antonio,1610612759,126,1,9,7,110.26470588235294,108.38823529411764,8,7,99.925,99.95
2018-11-19,Philadelphia,1610612755,119,Phoenix,1610612756,114,1,11,7,105.93684210526317,105.89999999999999,3,12,94.675,105.0625
2018-11-19,Sacramento,1610612758,117,Oklahoma City,1610612760,113,1,8,8,106.01764705882354,108.45294117647057,10,5,103.0375,97.9875
2018-11-20,Miami,1610612748,92,Brooklyn,1610612751,104,0,6,10,101.88823529411764,103.08235294117648,7,10,102.82222222222222,104.0888888888889
2018-11-20,New York,1610612752,114,Portland,1610612757,118,0,4,13,100.86666666666667,107.34444444444446,11,5,107.15882352941175,100.59411764705882
2018-11-20,Orlando,1610612753,91,Toronto,1610612761,93,0,9,8,100.54444444444444,102.43333333333334,13,4,109.23333333333335,101.34444444444445
2018-11-20,Washington,1610612764,125,LA Clippers,1610612746,118,1,5,11,103.4470588235294,108.95882352941177,11,5,109.95882352941177,105.1470588235294
2018-11-21,Atlanta,1610612737,108,Toronto,1610612761,124,0,3,14,100.4,110.7111111111111,14,4,108.3736842105263,100.8157894736842
2018-11-21,Boston,1610612738,109,New York,1610612752,117,0,9,8,98.94444444444444,96.7,4,14,101.4421052631579,107.86315789473684
2018-11-21,Chicago,1610612741,124,Phoenix,1610612756,116,1,4,13,96.31111111111112,106.15555555555555,3,13,95.77647058823528,105.80588235294117
2018-11-21,Charlotte,1610612766,127,Indiana,1610612754,109,1,8,8,107.22941176470589,102.88823529411764,11,6,98.84444444444445,94.34444444444445
2018-11-21,Cleveland,1610612739,105,LA Lakers,1610612747,109,0,2,13,95.8375,103.8875,9,7,108.78823529411765,107.62352941176471
2018-11-21,Dallas,1610612742,119,Brooklyn,1610612751,113,1,7,9,101.9,101.15294117647058,8,10,102.85263157894735,103.43684210526317
2018-11-21,Golden State,1610612744,95,Oklahoma City,1610612760,123,0,12,6,109.39999999999999,103.6263157894737,10,6,103.56470588235294,99.01176470588234
2018-11-21,Houston,1610612745,126,Detroit,1610612765,124,1,8,7,97.725,98.05,8,6,101.63333333333334,101.7
2018-11-21,Milwaukee,1610612749,143,Portland,1610612757,100,1,12,4,111.98823529411766,101.61764705882354,12,5,107.64444444444445,101.25555555555556
2018-11-21,Minnesota,1610612750,101,Denver,1610612743,103,0,7,10,102.48888888888888,106.67777777777778,10,7,103.37777777777778,97.68888888888888
2018-11-21,Philadelphia,1610612755,121,New Orleans,1610612740,120,1,12,7,106.55,106.3,10,7,111.93333333333332,109.37777777777777
2018-11-21,San Antonio,1610612759,103,Memphis,1610612763,104,0,8,8,101.44117647058823,102.28235294117648,11,5,95.98235294117646,93.14117647058823
2018-11-21,Utah,1610612762,110,Sacramento,1610612758,119,0,8,9,99.0888888888889,101.48888888888888,9,8,106.58888888888889,108.6888888888889
2018-11-23,Atlanta,1610612737,96,Boston,1610612738,114,0,3,15,100.74736842105263,111.3,9,9,99.4,97.64736842105263
2018-11-23,Brooklyn,1610612751,102,Minnesota,1610612750,112,0,8,11,103.3,104.2,7,11,102.40526315789472,106.43157894736841
2018-11-23,Chicago,1610612741,96,Miami,1610612748,103,0,5,13,97.74736842105263,106.67894736842106,6,11,101.27777777777777,103.06666666666666
2018-11-23,Denver,1610612743,112,Orlando,1610612753,87,1,11,7,103.30526315789474,97.82105263157895,9,9,99.92105263157895,101.90526315789472
2018-11-23,Detroit,1610612765,116,Houston,1610612745,111,1,8,7,103.05,103.1625,9,7,99.37058823529412,99.57647058823531
2018-11-23,Golden State,1610612744,125,Portland,1610612757,97,1,12,7,108.65,104.55,12,6,107.19473684210526,103.42105263157895
2018-11-23,Indiana,1610612754,100,San Antonio,1610612759,111,0,11,7,99.33684210526314,95.9578947368421,8,9,101.43333333333334,102.24444444444444
2018-11-23,LA Clippers,1610612746,112,Memphis,1610612763,107,1,11,6,110.37777777777777,106.25555555555556,12,5,96.35555555555555,93.57777777777777
2018-11-23,LA Lakers,1610612747,90,Utah,1610612762,83,1,10,7,108.80000000000001,107.38888888888889,8,10,99.63157894736842,102.36315789473684
2018-11-23,Milwaukee,1610612749,114,Phoenix,1610612756,116,0,13,4,113.66666666666667,101.45555555555556,3,14,96.85555555555555,106.76666666666665
2018-11-23,New York,1610612752,114,New Orleans,1610612740,109,1,5,14,102.2,107.85,10,8,112.26315789473684,109.89999999999999
2018-11-23,Oklahoma City,1610612760,109,Charlotte,1610612766,104,1,11,6,104.54444444444444,98.72222222222223,9,8,108.32222222222221,103.14444444444445
2018-11-23,Philadelphia,1610612755,112,Cleveland,1610612739,121,0,13,7,107.16666666666667,106.83809523809524,2,14,96.28235294117648,104.11176470588236
2018-11-23,Toronto,1610612761,125,Washington,1610612764,107,1,15,4,109.15,101.15,6,11,104.55555555555556,109.45555555555558
2018-11-24,Cleveland,1610612739,117,Houston,1610612745,108,1,3,14,97.6,104.5,9,8,99.9,100.4
2018-11-24,Dallas,1610612742,113,Boston,1610612738,104,1,8,9,102.82222222222222,101.82222222222222,10,9,100.1,97.55
2018-11-24,Golden State,1610612744,117,Sacramento,1610612758,116,1,13,7,109.42857142857143,104.17619047619048,10,8,107.19473684210526,108.64210526315789
2018-11-24,Milwaukee,1610612749,135,San Antonio,1610612759,129,1,13,5,113.59473684210528,102.11052631578947,9,9,101.91052631578948,102.09473684210528
2018-11-24,Minnesota,1610612750,111,Chicago,1610612741,96,1,8,11,102.85,106.2,5,14,97.6,106.45
2018-11-24,Oklahoma City,1610612760,98,Denver,1610612743,105,0,12,6,104.7421052631579,98.97368421052632,12,7,103.75,97.3
2018-11-24,Washington,1610612764,124,New Orleans,1610612740,114,1,6,12,104.67368421052633,110.2,10,9,112.1,110.1
2018-11-25,Atlanta,1610612737,124,Charlotte,1610612766,123,1,3,16,100.5,111.45,9,9,108.02631578947368,103.3736842105263
2018-11-25,Brooklyn,1610612751,125,Philadelphia,1610612755,127,0,8,12,103.14761904761905,104.45238095238095,13,8,107.32727272727271,107.41818181818181
2018-11-25,Detroit,1610612765,118,Phoenix,1610612756,107,1,9,7,103.65882352941175,103.6058823529412,4,14,97.76842105263158,107.08947368421052
2018-11-25,LA Lakers,1610612747,104,Orlando,1610612753,108,0,11,7,107.72631578947369,106.01578947368422,9,10,99.3,102.4
2018-11-25,Memphis,1610612763,98,New York,1610612752,103,0,12,6,96.84210526315789,94.47894736842106,6,14,102.6952380952381,107.83333333333333
2018-11-25,Portland,1610612757,100,LA Clippers,1610612746,104,0,12,7,106.7,104.5,12,6,110.32631578947367,106.23684210526316
2018-11-25,Sacramento,1610612758,112,Utah,1610612762,133,0,10,9,107.6,109.05,8,11,98.75,101.7
2018-11-25,Toronto,1610612761,125,Miami,1610612748,115,1,16,4,109.84761904761903,101.32380952380952,7,11,101.34736842105262,102.72105263157894
2018-11-26,Chicago,1610612741,107,San Antonio,1610612759,108,0,5,15,97.5047619047619,106.55714285714286,9,10,103.2,103.75
2018-11-26,Charlotte,1610612766,110,Milwaukee,1610612749,107,1,9,10,108.7,104.45,14,5,114.65,103.5
2018-11-26,Cleveland,1610612739,95,Minnesota,1610612750,102,0,4,14,98.6,104.63157894736842,9,11,103.14285714285714,105.67619047619048
2018-11-26,Golden State,1610612744,116,Orlando,1610612753,110,1,14,7,109.72727272727273,104.6,10,10,99.66190476190476,102.37619047619049
2018-11-26,New Orleans,1610612740,107,Boston,1610612738,124,0,10,10,112.10476190476192,110.6952380952381,10,10,100.1952380952381,98.2047619047619
2018-11-26,Utah,1610612762,88,Indiana,1610612754,121,0,9,11,100.30952380952381,102.13809523809525,11,8,99.35,96.7
2018-11-26,Washington,1610612764,135,Houston,1610612745,131,1,7,12,105.55,110.35,9,9,100.30526315789474,101.19473684210526
2018-11-27,Denver,1610612743,117,LA Lakers,1610612747,85,1,13,7,103.72857142857141,97.25238095238095,11,8,107.55,106.15
2018-11-27,Detroit,1610612765,115,New York,1610612752,108,1,10,7,104.4111111111111,103.7,7,14,102.69090909090909,107.37272727272726
2018-11-27,Memphis,1610612763,114,Toronto,1610612761,122,0,12,7,96.9,94.9,17,4,110.45454545454545,101.91818181818181
2018-11-27,Miami,1610612748,113,Atlanta,1610612737,115,0,7,12,101.95,103.75,4,16,101.52380952380952,111.9190476190476
2018-11-27,Phoenix,1610612756,104,Indiana,1610612754,109,0,4,15,98.2,107.65,12,8,100.30952380952381,96.24761904761905
2018-11-28,Brooklyn,1610612751,91,Utah,1610612762,101,0,8,13,104.16363636363636,105.4090909090909,9,12,99.7090909090909,102.96363636363635
2018-11-28,Charlotte,1610612766,108,Atlanta,1610612737,94,1,10,10,108.75714285714287,104.52380952380952,5,16,102.12727272727274,111.89090909090909
2018-11-28,Houston,1610612745,108,Dallas,1610612742,128,0,9,10,101.8,102.9,9,9,103.36315789473684,101.8157894736842
2018-11-28,LA Clippers,1610612746,115,Phoenix,1610612756,99,1,13,6,110.05,105.85,4,16,98.38571428571429,107.62380952380951
2018-11-28,Milwaukee,1610612749,116,Chicago,1610612741,113,1,14,6,114.27619047619046,103.71904761904761,5,16,97.86363636363636,106.62727272727274
2018-11-28,Minnesota,1610612750,128,San Antonio,1610612759,89,1,10,11,103.08181818181819,105.15454545454546,10,10,103.36190476190475,103.8047619047619
2018-11-28,New Orleans,1610612740,125,Washington,1610612764,104,1,10,11,111.81818181818181,111.27272727272727,8,12,106.94761904761906,111.24761904761905
2018-11-28,Oklahoma City,1610612760,100,Cleveland,1610612739,83,1,12,7,104.4,99.25,4,15,98.35,104.5
2018-11-28,Philadelphia,1610612755,117,New York,1610612752,91,1,14,8,108.21304347826087,108.14347826086956,7,15,102.84347826086957,107.61304347826086
2018-11-28,Portland,1610612757,115,Orlando,1610612753,112,1,12,8,106.32380952380952,104.36666666666667,10,11,100.0090909090909,102.97272727272728
2018-11-29,LA Lakers,1610612747,104,Indiana,1610612754,96,1,11,9,106.34761904761903,106.52857142857142,13,8,100.63636363636364,96.57272727272726
2018-11-29,Sacramento,1610612758,121,LA Clippers,1610612746,133,0,10,10,107.73809523809524,110.16666666666667,14,6,110.16666666666667,105.43809523809526
2018-11-29,Toronto,1610612761,131,Golden State,1610612744,128,1,18,4,110.90434782608695,102.43478260869566,15,7,109.93478260869566,104.80434782608695
2018-11-30,Boston,1610612738,128,Cleveland,1610612739,95,1,11,10,101.28181818181817,98.58181818181819,4,16,97.57619047619048,104.2047619047619
2018-11-30,Brooklyn,1610612751,125,Memphis,1610612763,131,0,8,14,103.56521739130434,105.20434782608697,12,8,97.66190476190476,96.14761904761905
2018-11-30,Charlotte,1610612766,111,Utah,1610612762,119,0,11,10,108.65454545454546,103.9909090909091,10,12,99.72608695652175,102.37391304347825
2018-11-30,Detroit,1610612765,107,Chicago,1610612741,88,1,11,7,104.96842105263158,103.86842105263158,5,17,98.47391304347826,106.94782608695651
2018-11-30,LA Lakers,1610612747,114,Dallas,1610612742,103,1,12,9,106.21818181818183,106.01818181818182,10,9,104.55,102.1
2018-11-30,Miami,1610612748,106,New Orleans,1610612740,101,1,7,13,102.45238095238095,104.19047619047619,11,11,112.30869565217391,110.8913043478261
2018-11-30,Oklahoma City,1610612760,124,Atlanta,1610612737,109,1,13,7,104.0952380952381,98.4095238095238,5,17,101.6608695652174,111.7086956521739
2018-11-30,Philadelphia,1610612755,123,Washington,1610612764,98,1,15,8,108.47499999999998,107.41666666666667,8,13,106.74545454545455,111.9090909090909
2018-11-30,Phoenix,1610612756,85,Orlando,1610612753,99,0,4,17,98.43636363636364,107.9,10,12,100.49565217391304,103.40434782608695
2018-11-30,Portland,1610612757,112,Denver,1610612743,113,0,13,8,106.60909090909091,104.66363636363636,14,7,104.26363636363637,96.60909090909091
2018-11-30,San Antonio,1610612759,105,Houston,1610612745,136,0,10,11,102.72727272727273,104.81818181818181,9,11,102.02380952380952,104.0
2018-12-01,Cleveland,1610612739,95,Toronto,1610612761,106,0,4,17,97.38181818181819,105.18181818181819,19,4,111.68333333333332,103.44166666666668
2018-12-01,Detroit,1610612765,111,Golden State,1610612744,102,1,12,7,105.05,103.1,15,8,110.65000000000002,105.875
2018-12-01,Houston,1610612745,121,Chicago,1610612741,105,1,10,11,103.5,104.02727272727272,5,18,98.02500000000002,106.95833333333333
2018-12-01,Minnesota,1610612750,109,Boston,1610612738,118,0,11,11,104.0608695652174,104.3695652173913,12,10,102.3695652173913,98.36086956521739
2018-12-01,New York,1610612752,136,Milwaukee,1610612749,134,1,7,16,102.33333333333333,108.01666666666665,15,6,114.30909090909091,104.11818181818181
2018-12-01,Sacramento,1610612758,111,Indiana,1610612754,110,1,10,11,108.25454545454545,111.1,13,9,100.41739130434782,96.87391304347825
2018-12-01,Washington,1610612764,102,Brooklyn,1610612751,88,1,8,14,106.26521739130435,112.27391304347825,8,15,104.33333333333333,106.25
2018-12-02,Charlotte,1610612766,109,New Orleans,1610612740,119,0,11,11,108.6608695652174,104.52608695652174,11,12,111.84166666666665,110.65833333333335
2018-12-02,Dallas,1610612742,114,LA Clippers,1610612746,110,1,10,10,104.37142857142855,102.66190476190476,15,6,111.2,106.11818181818181
2018-12-02,LA Lakers,1610612747,120,Phoenix,1610612756,96,1,13,9,106.48260869565217,105.82608695652173,4,18,97.82608695652173,107.48260869565217
2018-12-02,Miami,1610612748,102,Utah,1610612762,100,1,8,13,102.56363636363636,104.05454545454545,11,12,100.53333333333335,102.75
2018-12-02,Philadelphia,1610612755,103,Memphis,1610612763,95,1,16,8,109.08,107.0,13,8,99.08181818181819,97.41818181818181
2018-12-02,San Antonio,1610612759,131,Portland,1610612757,118,1,10,12,102.70434782608697,106.16956521739131,13,9,106.8695652173913,105.00434782608696
2018-12-03,Atlanta,1610612737,111,Golden State,1610612744,128,0,5,18,101.97499999999998,112.16666666666667,15,9,110.28,106.06
2018-12-03,Brooklyn,1610612751,97,Cleveland,1610612739,99,0,8,16,103.72,106.04,4,18,97.29565217391303,105.18260869565219
2018-12-03,Detroit,1610612765,83,Oklahoma City,1610612760,110,0,13,7,105.24761904761905,102.96190476190478,14,7,105.0,98.82727272727271
2018-12-03,Minnesota,1610612750,103,Houston,1610612745,91,1,11,12,104.20833333333333,104.90833333333335,11,11,104.24347826086957,104.02173913043478
2018-12-03,New Orleans,1610612740,126,LA Clippers,1610612746,129,0,12,12,112.06,110.54,15,7,111.09130434782608,106.4217391304348
2018-12-03,New York,1610612752,107,Washington,1610612764,110,0,8,16,103.62,109.0,9,14,106.11666666666667,111.24166666666667
2018-12-03,Toronto,1610612761,103,Denver,1610612743,106,0,20,4,111.48,103.06,15,7,104.59130434782608,97.22173913043478
2018-12-04,Dallas,1610612742,111,Portland,1610612757,102,1,11,10,104.75454545454545,102.86363636363636,13,10,107.25,106.075
2018-12-04,Indiana,1610612754,96,Chicago,1610612741,90,1,13,10,100.8,97.34999999999998,5,19,98.2,107.46
2018-12-04,Miami,1610612748,90,Orlando,1610612753,105,0,9,13,102.48695652173915,103.83478260869566,11,12,100.425,102.65000000000002
2018-12-04,Phoenix,1610612756,105,Sacramento,1610612758,122,0,4,19,97.625,107.91666666666667,11,11,108.39565217391304,111.03478260869564
2018-12-04,Utah,1610612762,139,San Antonio,1610612759,105,1,11,13,100.44,102.6,11,12,103.925,106.60833333333335
2018-12-05,Atlanta,1610612737,117,Washington,1610612764,131,0,5,19,102.32,112.76,10,14,106.16,111.02
2018-12-05,Brooklyn,1610612751,112,Oklahoma City,1610612760,114,0,8,17,103.3923076923077,105.71538461538461,15,7,105.14347826086956,98.1304347826087
2018-12-05,Cleveland,1610612739,105,Golden State,1610612744,129,0,5,18,97.325,104.825,16,9,110.83846153846153,106.16153846153847
2018-12-05,LA Lakers,1610612747,121,San Antonio,1610612759,113,1,14,9,107.05833333333332,105.39166666666665,11,13,103.88,107.86
2018-12-05,Memphis,1610612763,96,LA Clippers,1610612746,86,1,13,9,98.82608695652173,97.5608695652174,16,7,111.81666666666668,107.2
2018-12-05,Milwaukee,1610612749,115,Detroit,1610612765,92,1,15,7,115.1,105.4,13,8,104.21818181818183,103.27272727272727
2018-12-05,Minnesota,1610612750,121,Charlotte,1610612766,104,1,12,12,104.16,104.34,11,12,108.66666666666667,105.15833333333335
2018-12-05,New Orleans,1610612740,132,Dallas,1610612742,106,1,12,13,112.62307692307694,111.22307692307692,12,10,104.99130434782607,102.86086956521739
2018-12-05,Orlando,1610612753,118,Denver,1610612743,124,0,12,12,100.58,102.04,16,7,104.63333333333333,97.48333333333335
2018-12-05,Toronto,1610612761,113,Philadelphia,1610612755,102,1,20,5,111.05384615384615,103.07692307692308,17,8,108.77692307692308,106.45384615384614
2018-12-06,Boston,1610612738,128,New York,1610612752,100,1,13,10,102.96666666666665,98.83333333333333,8,17,103.75384615384615,108.97692307692309
2018-12-06,Portland,1610612757,108,Phoenix,1610612756,86,1,13,11,106.98,106.16,4,20,97.96,108.48
2018-12-06,Utah,1610612762,118,Houston,1610612745,91,1,12,13,101.86153846153846,102.70000000000002,11,12,103.70833333333333,103.88333333333333
2018-12-07,Brooklyn,1610612751,106,Toronto,1610612761,105,1,8,18,103.67407407407407,106.01111111111112,21,5,111.11111111111111,103.07407407407408
2018-12-07,Chicago,1610612741,114,Oklahoma City,1610612760,112,1,5,20,97.91538461538461,106.99230769230768,16,7,105.43333333333332,98.65000000000002
2018-12-07,Charlotte,1610612766,113,Denver,1610612743,107,1,11,13,108.48,105.72,17,7,105.32,98.28
2018-12-07,Cleveland,1610612739,110,Sacramento,1610612758,129,0,5,19,97.6,105.74,12,11,108.925,110.71666666666665
2018-12-07,Detroit,1610612765,111,Philadelphia,1610612755,117,0,13,9,103.57391304347827,103.71304347826087,17,9,108.46666666666667,106.68888888888888
2018-12-07,Milwaukee,1610612749,95,Golden State,1610612744,105,0,16,7,115.04166666666667,104.825,17,9,111.51111111111112,106.08148148148148
2018-12-07,New Orleans,1610612740,103,Memphis,1610612763,107,0,13,13,113.28518518518518,110.93703703703704,14,9,98.74166666666667,97.10833333333335
2018-12-07,Orlando,1610612753,90,Indiana,1610612754,112,0,12,13,101.23846153846155,102.8923076923077,14,10,100.52,97.0
2018-12-07,Phoenix,1610612756,98,Miami,1610612748,115,0,4,21,97.43076923076924,108.37692307692306,9,14,101.90833333333335,103.81666666666668
2018-12-07,San Antonio,1610612759,133,LA Lakers,1610612747,120,1,11,14,104.18461538461537,108.38461538461539,15,9,107.6,105.68
2018-12-08,Atlanta,1610612737,106,Denver,1610612743,98,1,5,20,102.82307692307693,113.43076923076924,17,8,105.43076923076924,98.72307692307692
2018-12-08,Chicago,1610612741,77,Boston,1610612738,133,0,6,20,98.44814814814815,107.07407407407408,14,10,103.98,98.82
2018-12-08,Cleveland,1610612739,116,Washington,1610612764,101,1,5,20,98.03846153846153,106.61538461538461,11,14,107.11538461538461,111.23846153846155
2018-12-08,Dallas,1610612742,107,Houston,1610612745,104,1,12,11,105.04166666666667,103.96666666666665,11,13,103.14,104.42
2018-12-08,Indiana,1610612754,107,Sacramento,1610612758,97,1,15,10,100.88461538461539,96.76923076923077,13,11,109.62,110.72
2018-12-08,LA Clippers,1610612746,98,Miami,1610612748,121,0,16,8,110.68,106.76,10,14,102.36,103.58
2018-12-08,Memphis,1610612763,88,LA Lakers,1610612747,111,0,15,9,98.98,97.26,15,10,108.03076923076922,106.71538461538461
2018-12-08,New York,1610612752,104,Brooklyn,1610612751,112,0,8,18,103.54814814814816,109.65185185185184,9,18,103.7,105.88571428571427
2018-12-08,Portland,1610612757,113,Minnesota,1610612750,105,1,14,11,106.95384615384614,105.36153846153846,13,12,104.76153846153845,104.25384615384615
2018-12-09,Detroit,1610612765,108,New Orleans,1610612740,116,0,13,10,103.90000000000002,104.16666666666667,13,14,112.85714285714286,110.74285714285713
2018-12-09,New York,1610612752,107,Charlotte,1610612766,119,0,8,19,103.57857142857144,109.75,12,13,108.62307692307694,105.68461538461537
2018-12-09,San Antonio,1610612759,110,Utah,1610612762,97,1,12,14,105.22592592592592,108.7074074074074,13,13,102.4074074074074,102.22592592592592
2018-12-09,Toronto,1610612761,99,Milwaukee,1610612749,104,0,21,6,110.86428571428573,103.08571428571429,16,8,114.24,104.84
2018-12-10,Boston,1610612738,113,New Orleans,1610612740,100,1,15,10,105.05384615384615,97.95384615384614,14,14,112.95172413793105,110.70344827586206
2018-12-10,Chicago,1610612741,89,Sacramento,1610612758,108,0,6,21,97.62142857142858,108.04285714285716,13,12,109.14615384615384,110.47692307692309
2018-12-10,Dallas,1610612742,101,Orlando,1610612753,76,1,13,11,105.06,103.96,12,14,100.78518518518518,103.15925925925927
2018-12-10,Denver,1610612743,105,Memphis,1610612763,99,1,17,9,105.11111111111111,99.03333333333333,15,10,98.49230769230768,97.76153846153845
2018-12-10,Golden State,1610612744,116,Minnesota,1610612750,108,1,18,9,111.25714285714287,105.64285714285714,13,13,104.7,104.60370370370372
2018-12-10,Indiana,1610612754,109,Washington,1610612764,101,1,16,10,101.06296296296296,96.65925925925927,11,15,106.85925925925925,111.36296296296297
2018-12-10,LA Lakers,1610612747,108,Miami,1610612748,105,1,16,10,108.1,106.01111111111112,11,14,103.06153846153846,103.34615384615384
2018-12-10,Milwaukee,1610612749,108,Cleveland,1610612739,92,1,17,8,113.74615384615385,104.56153846153846,6,20,98.5925925925926,106.4
2018-12-10,Oklahoma City,1610612760,122,Utah,1610612762,113,1,16,8,105.72,99.18,13,14,102.26428571428572,102.44285714285715
2018-12-10,Philadelphia,1610612755,116,Detroit,1610612765,102,1,18,9,108.75714285714287,106.85714285714286,13,11,104.02,104.66
2018-12-10,Phoenix,1610612756,119,LA Clippers,1610612746,123,0,4,22,97.39259259259259,108.64444444444445,16,9,110.16923076923078,107.22307692307692
2018-12-11,Houston,1610612745,111,Portland,1610612757,104,1,11,14,103.13076923076923,104.5,15,11,107.14814814814815,105.28888888888889
2018-12-11,LA Clippers,1610612746,99,Toronto,1610612761,123,0,17,9,110.63333333333333,107.64444444444445,21,7,110.45862068965518,103.08620689655173
2018-12-11,San Antonio,1610612759,111,Phoenix,1610612756,86,1,13,14,105.33571428571429,108.32857142857144,4,23,98.12857142857142,109.13571428571427
2018-12-12,Charlotte,1610612766,108,Detroit,1610612765,107,1,13,13,108.9,105.73703703703704,13,12,103.88461538461539,105.04615384615386
2018-12-12,Cleveland,1610612739,113,New York,1610612752,106,1,6,21,98.36428571428573,106.41428571428571,8,20,103.64482758620689,110.00344827586208
2018-12-12,Dallas,1610612742,114,Atlanta,1610612737,107,1,14,11,104.81538461538463,102.88461538461539,6,20,102.93703703703704,112.77777777777777
2018-12-12,Golden State,1610612744,93,Toronto,1610612761,113,0,19,9,111.39310344827585,105.70344827586206,22,7,110.83333333333333,102.9
2018-12-12,Indiana,1610612754,113,Milwaukee,1610612749,97,1,17,10,101.36428571428573,96.83571428571429,18,8,113.5074074074074,104.01481481481481
2018-12-12,Memphis,1610612763,92,Portland,1610612757,83,1,15,11,98.4925925925926,98.02592592592592,15,12,107.03571428571429,105.51428571428572
